lnc	gene	Stg I $estimate	Stg I $p.value	Stg II $estimate	Stg II $p.value	Stg III $estimate	Stg III $p.value
ENSG00000224093	ENSG00000136709	0.389679	1.378501e-07	0.3009776	0.004863826	0.3830456	0.0002966006
ENSG00000251314	ENSG00000136709	0.133869	0.08088224	0.07047547	0.5190559	0.1450486	0.1853377
ENSG00000237494	ENSG00000136709	-0.08614264	0.2625933	0.3282146	0.002034552	0.03694135	0.7371316
ENSG00000261326	ENSG00000136709	0.3892144	1.430687e-07	0.4369726	2.593244e-05	0.5367332	1.189405e-07
ENSG00000270019	ENSG00000136709	0.337643	6.295493e-06	0.4895026	1.727529e-06	0.5089702	6.562222e-07
ENSG00000247081	ENSG00000136709	0.0242048	0.7533362	0.1784558	0.1001887	0.3394836	0.00148039
ENSG00000241560	ENSG00000136709	0.1868509	0.01440262	0.1636468	0.13218	0.2643107	0.01451005
ENSG00000250155	ENSG00000136709	0.1490249	0.0517345	0.3261512	0.002179551	0.5186852	3.672626e-07
ENSG00000268401	ENSG00000136709	0.3522385	2.305202e-06	0.2005	0.06417002	0.07809056	0.4774652
ENSG00000255320	ENSG00000136709	0.4939731	6.618179e-12	0.3980165	0.0001475823	0.4114499	9.154843e-05
ENSG00000238198	ENSG00000136709	0.05261575	0.4943116	0.1283362	0.238955	0.1424403	0.1934527
ENSG00000230565	ENSG00000136709	0.5437362	1.52859e-14	0.3958264	0.000161732	0.5227098	2.872328e-07
ENSG00000249856	ENSG00000136709	0.3012339	6.237234e-05	0.009031677	0.9342234	0.03375808	0.7590616
ENSG00000246084	ENSG00000136709	0.1238094	0.1066669	0.2315231	0.03196295	0.1323961	0.2270918
ENSG00000261553	ENSG00000136709	0.2369872	0.001803228	0.3062209	0.004137975	0.3319253	0.001913253
ENSG00000253636	ENSG00000136709	0.1936577	0.01115197	0.05299168	0.6279783	0.3471796	0.0011326
ENSG00000214783	ENSG00000136709	0.3981292	6.942662e-08	0.1761664	0.104694	0.2889589	0.007316234
ENSG00000261172	ENSG00000136709	0.2816455	0.0001901083	0.3454012	0.001125542	0.2893811	0.007227164
ENSG00000269952	ENSG00000136709	0.07644993	0.320303	0.2795555	0.009140635	0.1914015	0.07929882
ENSG00000213742	ENSG00000136709	0.6666971	2.438355e-23	0.6051933	6.738548e-10	0.5888477	3.075826e-09
ENSG00000254605	ENSG00000136709	0.1708633	0.02545698	0.1455157	0.1812756	0.05844679	0.5951909
ENSG00000225329	ENSG00000136709	0.4442924	1.148891e-09	0.2287562	0.03412989	0.1867572	0.08700455
ENSG00000251661	ENSG00000136709	0.1411122	0.06562591	0.1100152	0.3132745	0.06635655	0.5462529
ENSG00000271646	ENSG00000136709	0.1009983	0.1887115	0.2461394	0.02234399	0.1357513	0.2154279
ENSG00000260468	ENSG00000136709	0.008943273	0.9075788	0.3648849	0.00055194	0.09715011	0.3764195
ENSG00000231856	ENSG00000136709	0.08401789	0.274591	0.246555	0.02211131	0.312575	0.003585671
ENSG00000197291	ENSG00000136709	0.2695026	0.0003644962	0.3908253	0.000198867	0.2924339	0.006611025
ENSG00000224687	ENSG00000136709	0.436398	2.421952e-09	0.4812434	2.725927e-06	0.5393233	1.006214e-07
ENSG00000261799	ENSG00000136709	0.6501318	6.474391e-22	0.6820727	4.811721e-13	0.7416972	4.682788e-16
ENSG00000265413	ENSG00000136709	0.2960923	8.422499e-05	0.01517294	0.8897212	0.4541994	1.264153e-05
ENSG00000253955	ENSG00000136709	0.2002415	0.008640933	0.01965341	0.8574599	0.02499009	0.8204071
ENSG00000231346	ENSG00000136709	0.1601537	0.03639857	0.2664843	0.01313327	0.235902	0.02974412
ENSG00000253686	ENSG00000136709	0.0682529	0.3750729	-0.0689373	0.5282404	-0.05217644	0.6353261
ENSG00000263843	ENSG00000136709	0.5400717	2.47436e-14	0.4622636	7.441443e-06	0.5377664	1.112821e-07
ENSG00000230479	ENSG00000136709	0.05164281	0.5023403	0.2859192	0.007615389	0.01664023	0.879854
ENSG00000224536	ENSG00000136709	0.08499458	0.2690306	0.1270395	0.2437736	0.1108692	0.3124247
ENSG00000238097	ENSG00000136709	-0.004778717	0.9505375	-0.118965	0.2752853	-0.2235239	0.03974665
ENSG00000234156	ENSG00000136709	0.2687814	0.0003785075	0.1480033	0.1738474	0.2166128	0.04645772
ENSG00000228065	ENSG00000136709	0.498628	3.907198e-12	0.3474448	0.001046682	0.3863142	0.0002604582
ENSG00000213904	ENSG00000136709	0.02645206	0.7312761	-0.1010046	0.3547885	0.1049473	0.3391312
ENSG00000271151	ENSG00000136709	0.496303	5.088789e-12	0.2550235	0.01780205	0.5274858	2.136796e-07
ENSG00000270179	ENSG00000136709	0.3229851	1.642545e-05	0.4243312	4.667981e-05	0.3882776	0.0002407452
ENSG00000268001	ENSG00000136709	0.1273916	0.09683114	0.3415238	0.001290154	0.157104	0.1510267
ENSG00000270277	ENSG00000136709	0.230002	0.002475782	0.4287223	3.815939e-05	0.2781134	0.00996122
ENSG00000223382	ENSG00000136709	-0.1033734	0.1784716	0.07224525	0.5085894	-0.00752363	0.9455163
ENSG00000177369	ENSG00000136709	0.1950698	0.01056491	0.1461635	0.1793193	0.2985144	0.005520359
ENSG00000262223	ENSG00000136709	0.3655027	8.847977e-07	0.2032032	0.06058901	0.1668124	0.1270409
ENSG00000258733	ENSG00000136709	-0.01380535	0.8577706	0.2373577	0.02777113	0.08496368	0.4394468
ENSG00000259370	ENSG00000136709	0.006424025	0.9335416	0.006431595	0.9531337	-0.1277031	0.2441372
ENSG00000261460	ENSG00000136709	0.2327683	0.002186104	0.1340017	0.2186773	0.174932	0.1093133
ENSG00000262881	ENSG00000136709	-0.05224103	0.4973957	0.1356653	0.2129608	0.008152685	0.9409687
ENSG00000248714	ENSG00000136709	0.1611279	0.03526151	0.290929	0.006577036	0.3219626	0.002657175
ENSG00000257027	ENSG00000136709	0.3501896	2.662488e-06	0.4599684	8.368687e-06	0.4790883	3.510704e-06
ENSG00000224729	ENSG00000136709	0.1495424	0.05091819	0.03418881	0.7546561	0.1714888	0.1165806
ENSG00000257883	ENSG00000136709	0.136682	0.07464899	-0.004626354	0.9662791	0.1817842	0.09590151
ENSG00000270177	ENSG00000136709	0.2430133	0.001361689	0.1330779	0.2218983	0.1862811	0.08782692
ENSG00000270605	ENSG00000136709	0.2396258	0.001595928	0.313323	0.00330906	0.2399013	0.02700579
ENSG00000254810	ENSG00000136709	0.1222577	0.1111643	0.1934602	0.07430594	0.1744897	0.1102266
ENSG00000225953	ENSG00000136709	0.2703737	0.0003482127	0.3358987	0.001567878	0.4417769	2.310279e-05
ENSG00000236098	ENSG00000136709	0.3583945	1.486047e-06	0.01284895	0.9065292	0.1195575	0.2757747
ENSG00000271335	ENSG00000136709	0.3775826	3.560875e-07	0.4460109	1.678827e-05	0.3751673	0.0004034588
ENSG00000234235	ENSG00000136709	0.00642759	0.9335049	-0.0102459	0.9254042	0.1309005	0.2324311
ENSG00000267658	ENSG00000136709	0.2056813	0.00695853	0.01276174	0.9071608	0.148896	0.1738227
ENSG00000223715	ENSG00000136709	0.1242953	0.1052886	0.209734	0.05260531	0.2689128	0.01282588
ENSG00000255153	ENSG00000136709	0.2691925	0.0003704606	0.1386367	0.2030153	0.2348669	0.03048984
ENSG00000260578	ENSG00000136709	0.3931065	1.046131e-07	0.04182904	0.7021664	0.3163735	0.003179806
ENSG00000271538	ENSG00000136709	0.1157304	0.1317233	0.2499965	0.02026316	0.1608155	0.1414858
ENSG00000226330	ENSG00000136709	0.4298393	4.436285e-09	0.4567882	9.833719e-06	0.4327335	3.53168e-05
ENSG00000248740	ENSG00000136709	-0.2108746	0.005631157	0.1980342	0.06758446	-0.09852433	0.3696734
ENSG00000240889	ENSG00000136709	0.3744453	4.526521e-07	-0.02797375	0.7982042	0.3089418	0.00401653
ENSG00000258545	ENSG00000136709	0.06096191	0.4283196	0.1974345	0.06843673	0.134822	0.2186151
ENSG00000270638	ENSG00000136709	0.1413229	0.06522	0.3532877	0.0008481032	0.161893	0.1388029
ENSG00000271109	ENSG00000136709	0.107645	0.161097	0.2109317	0.05123926	0.3067349	0.004300223
ENSG00000235908	ENSG00000136709	0.2733084	0.0002981906	0.3579482	0.0007150208	0.4531289	1.332816e-05
ENSG00000263718	ENSG00000136709	0.09116443	0.2356788	0.00733773	0.9465399	0.06743208	0.539753
ENSG00000243230	ENSG00000136709	0.316334	2.497597e-05	0.08966731	0.4116302	0.207211	0.0570651
ENSG00000228526	ENSG00000136709	0.4400588	1.717927e-09	0.1014032	0.3528832	0.3887624	0.0002360932
ENSG00000234546	ENSG00000136709	0.04323043	0.5745062	-0.09453965	0.3865795	0.07605966	0.4890279
ENSG00000258168	ENSG00000136709	0.1842205	0.01586495	0.3072019	0.004013441	0.1975216	0.06998728
ENSG00000260526	ENSG00000136709	0.1889119	0.0133405	0.3447915	0.001150092	0.3128121	0.00355904
ENSG00000221817	ENSG00000136709	0.3436771	4.181218e-06	0.3906742	0.0002001024	0.4234621	5.38999e-05
ENSG00000260400	ENSG00000136709	0.3881627	1.555911e-07	0.4495869	1.408641e-05	0.4258013	4.850273e-05
ENSG00000259687	ENSG00000136709	0.01919875	0.8031768	-0.0825662	0.4497842	0.2705028	0.01228488
ENSG00000243694	ENSG00000136709	-0.1395147	0.06877097	0.2023035	0.06176241	-0.09232598	0.4006857
ENSG00000239335	ENSG00000136709	0.1670632	0.02896349	0.1174644	0.2814294	0.263036	0.0150091
ENSG00000236723	ENSG00000136709	0.1844004	0.015761	-0.05584561	0.6095531	0.3325019	0.001876603
ENSG00000267416	ENSG00000136709	0.1773637	0.0203003	0.3129691	0.003346548	-0.01435797	0.8962336
ENSG00000261305	ENSG00000136709	0.3427079	4.467849e-06	-0.01452905	0.8943735	0.1956345	0.07275948
ENSG00000186056	ENSG00000136709	0.4632316	1.772784e-10	0.5027461	8.105742e-07	0.3859282	0.0002645048
ENSG00000203739	ENSG00000136709	0.4243421	7.295515e-09	0.5215087	2.623394e-07	0.3449767	0.001223672
ENSG00000230534	ENSG00000136709	0.2438066	0.001311582	0.009392823	0.9315994	-0.04866713	0.6582667
ENSG00000270049	ENSG00000136709	0.4865879	1.502618e-11	0.3539374	0.0008282889	0.4347568	3.215111e-05
ENSG00000260487	ENSG00000136709	0.05751232	0.4549587	0.04870872	0.6560591	0.03262386	0.7669226
ENSG00000224985	ENSG00000136709	0.3301578	1.033672e-05	0.4991779	9.970051e-07	0.3912125	0.000213827
ENSG00000266962	ENSG00000136709	0.1543388	0.04384896	0.004888707	0.9643681	0.1428538	0.1921494
ENSG00000231160	ENSG00000136709	0.4961808	5.159664e-12	0.3942039	0.0001730118	0.3581838	0.0007632034
ENSG00000251666	ENSG00000136709	0.5300411	8.979236e-14	0.3100986	0.003664961	0.3340838	0.001779274
ENSG00000265206	ENSG00000136709	0.0011702	0.9878805	0.1798853	0.09745356	0.0863347	0.4320727
ENSG00000255343	ENSG00000136709	-0.05064679	0.5106298	0.1217478	0.2641305	-0.006474883	0.9531017
ENSG00000248676	ENSG00000136709	0.104161	0.1751686	0.1473211	0.1758619	0.05962631	0.5877698
ENSG00000256969	ENSG00000136709	0.06089666	0.428815	-0.1859903	0.08642621	0.04451395	0.6858285
ENSG00000257259	ENSG00000136709	0.1936445	0.01115758	0.1855902	0.08711717	0.1978566	0.06950431
ENSG00000226609	ENSG00000136709	0.341487	4.855544e-06	0.2699631	0.01194515	0.5036704	8.939414e-07
ENSG00000267583	ENSG00000136709	0.1767247	0.02076359	0.285728	0.007657731	0.2454345	0.02357166
ENSG00000175773	ENSG00000136709	0.2388024	0.001658158	-0.008920082	0.9350343	0.227474	0.03628792
ENSG00000172965	ENSG00000136709	0.4433188	1.26087e-09	0.3463766	0.001087254	0.3776471	0.0003665224
ENSG00000268471	ENSG00000136709	0.4821878	2.426612e-11	0.5325338	1.309006e-07	0.5945497	1.981051e-09
ENSG00000266783	ENSG00000136709	0.4068993	3.337823e-08	0.4906901	1.616285e-06	0.465144	7.285816e-06
ENSG00000237797	ENSG00000136709	0.1250307	0.1032289	0.1237105	0.2564499	0.2201622	0.0429026
ENSG00000260018	ENSG00000136709	-0.1555436	0.04220845	-0.219611	0.04218798	-0.1840187	0.09181912
ENSG00000259933	ENSG00000136709	0.09229965	0.2298728	0.1328951	0.2225394	0.260209	0.01616915
ENSG00000261663	ENSG00000136709	0.2629943	0.0005103704	0.1684119	0.1211349	0.2783095	0.009906804
ENSG00000260971	ENSG00000136709	0.01638646	0.8315427	0.2784872	0.009421386	0.1688537	0.1223899
ENSG00000248932	ENSG00000136709	0.402275	4.923978e-08	0.4073836	9.904338e-05	0.4690242	5.965356e-06
ENSG00000255750	ENSG00000136709	0.266138	0.0004342385	0.087366	0.4237836	0.05870751	0.5935469
ENSG00000249753	ENSG00000136709	0.1560554	0.04152737	0.2982368	0.005286552	0.1783745	0.1024039
ENSG00000237605	ENSG00000136709	0.09761907	0.2040105	0.2569778	0.01691722	0.2683956	0.01300626
ENSG00000269892	ENSG00000136709	0.2636393	0.00049381	-0.1179959	0.2792429	0.2013509	0.06462385
ENSG00000251442	ENSG00000136709	0.1511743	0.04841364	0.2644417	0.01387762	0.330062	0.002036154
ENSG00000262580	ENSG00000136709	0.4614119	2.13214e-10	0.3688936	0.0004739864	0.2899166	0.007115545
ENSG00000254101	ENSG00000136709	0.1429119	0.0622246	0.05617595	0.6074358	0.2364354	0.02936587
ENSG00000232453	ENSG00000136709	0.1337522	0.08114974	0.08198616	0.4529853	0.07313496	0.5059359
ENSG00000265692	ENSG00000136709	-0.05640378	0.4637116	0.1847795	0.08853062	0.08338425	0.4480292
ENSG00000253741	ENSG00000136709	0.2808903	0.000198136	0.02046224	0.8516592	0.00470488	0.9659129
ENSG00000270108	ENSG00000136709	0.3964845	7.946179e-08	0.2416863	0.02497071	0.4125422	8.731491e-05
ENSG00000262089	ENSG00000136709	0.3474313	3.227339e-06	0.05494996	0.6153101	0.1466746	0.1804055
ENSG00000234171	ENSG00000136709	0.3975881	7.258571e-08	0.3388712	0.001415024	0.5347068	1.354366e-07
ENSG00000244055	ENSG00000136709	0.2929694	0.0001008049	0.06758018	0.5364109	0.328092	0.002173788
ENSG00000215866	ENSG00000136709	0.1016572	0.1858286	-0.03820952	0.7268768	0.352606	0.0009339076
ENSG00000233461	ENSG00000136709	0.07186387	0.3502741	-0.1198118	0.2718579	-0.09423847	0.3909572
ENSG00000267274	ENSG00000136709	0.3167939	2.427033e-05	0.20522	0.05802469	0.3005382	0.005194484
ENSG00000257509	ENSG00000136709	0.4723921	6.885015e-11	0.341823	0.001276714	0.4174243	7.052021e-05
ENSG00000267939	ENSG00000136709	0.1040357	0.1756908	0.05425489	0.619794	0.04361337	0.6918612
ENSG00000236308	ENSG00000136709	0.2712732	0.0003321097	0.09624071	0.3780536	0.1831978	0.09330264
ENSG00000253549	ENSG00000136709	-0.008824474	0.9088012	-0.1751223	0.1068006	-0.01819744	0.8687066
ENSG00000253438	ENSG00000136709	0.2620695	0.0005350079	0.1468872	0.1771522	0.3284879	0.002145472
ENSG00000260816	ENSG00000136709	0.08345442	0.2778339	-0.1870927	0.0845448	-0.1327067	0.2259939
ENSG00000253661	ENSG00000136709	0.2889581	0.0001265927	0.09753418	0.3716474	0.1970599	0.07065765
ENSG00000258001	ENSG00000136709	0.2682304	0.0003895459	0.2255335	0.03680788	0.05000602	0.6494754
ENSG00000203497	ENSG00000136709	0.3204612	1.927913e-05	-0.007654895	0.9442328	0.199038	0.06782204
ENSG00000263847	ENSG00000136709	0.5021595	2.605603e-12	0.07971464	0.4656421	0.4395326	2.569779e-05
ENSG00000236393	ENSG00000136709	0.4134574	1.90359e-08	0.1375404	0.206645	0.1056064	0.3360897
ENSG00000230615	ENSG00000136709	0.1383032	0.071237	-0.05484375	0.6159944	0.2479055	0.02216264
ENSG00000230102	ENSG00000136709	-0.08837369	0.2503869	0.07038037	0.5196213	-0.2237921	0.03950349
ENSG00000254873	ENSG00000136709	0.1789896	0.01916149	0.2442564	0.0234244	0.3224279	0.002617358
ENSG00000233110	ENSG00000136709	0.2153012	0.004683665	0.2248652	0.03738469	0.1528739	0.1624783
ENSG00000223745	ENSG00000136709	0.5251667	1.654493e-13	0.366751	0.0005142984	0.5837494	4.525782e-09
ENSG00000253736	ENSG00000136709	0.2128942	0.005179448	0.2794059	0.009179506	0.1671808	0.1261916
ENSG00000247679	ENSG00000136709	0.428618	4.958503e-09	0.5593007	2.174803e-08	0.3680384	0.0005294788
ENSG00000229862	ENSG00000136709	0.1256954	0.1013949	0.08468098	0.4382205	0.1719329	0.1156229
ENSG00000227896	ENSG00000136709	0.533192	6.017097e-14	0.1677491	0.1226273	0.3987173	0.0001571031
ENSG00000227487	ENSG00000136709	0.1039054	0.1762354	0.2239232	0.03821054	0.1223651	0.264574
ENSG00000245532	ENSG00000136709	0.3967848	7.753106e-08	0.2814546	0.008659649	0.2930566	0.006491183
ENSG00000247151	ENSG00000136709	0.2831246	0.0001752552	0.4128516	7.804047e-05	0.2656938	0.01398483
ENSG00000219410	ENSG00000136709	0.443452	1.244948e-09	0.3491805	0.0009836824	0.5238385	2.679487e-07
ENSG00000251365	ENSG00000136709	0.4544315	4.285111e-10	0.0761992	0.4856046	0.273523	0.01131168
ENSG00000260071	ENSG00000136709	0.01739639	0.821329	0.02525121	0.8174856	0.02387118	0.8283224
ENSG00000232611	ENSG00000136709	0.5700015	4.053791e-16	0.3610164	0.0006381176	0.5391873	1.015122e-07
ENSG00000226091	ENSG00000136709	0.1255915	0.1016798	0.1998177	0.06510053	0.3237976	0.002503223
ENSG00000245975	ENSG00000136709	0.3557031	1.802549e-06	0.356921	0.0007425978	0.3291408	0.002099505
ENSG00000249816	ENSG00000136709	0.05210723	0.4984994	-0.2070423	0.05578443	0.06270997	0.5685702
ENSG00000255503	ENSG00000136709	0.2126605	0.005230002	0.08357133	0.4442671	0.1030649	0.3479131
ENSG00000226581	ENSG00000136709	0.3330617	8.540932e-06	0.1173152	0.2820453	0.2447153	0.02399585
ENSG00000248027	ENSG00000136709	0.2685783	0.0003825413	0.4980238	1.065513e-06	0.288992	0.007309228
ENSG00000261118	ENSG00000136709	0.1965963	0.009961165	0.08466607	0.4383014	0.1447726	0.1861845
ENSG00000245275	ENSG00000136709	0.5102122	1.01635e-12	0.4639636	6.817826e-06	0.4856645	2.460128e-06
ENSG00000267731	ENSG00000136709	0.2991972	7.030081e-05	0.2431668	0.02406968	0.09518969	0.3861713
ENSG00000204528	ENSG00000136709	0.2080546	0.006320796	0.09722447	0.3731753	-0.03004924	0.7848532
ENSG00000269961	ENSG00000136709	0.3009132	6.356256e-05	0.2492589	0.02064772	0.1071811	0.3288932
ENSG00000245498	ENSG00000136709	0.2890025	0.0001262763	0.4182863	6.132841e-05	0.4463576	1.854772e-05
ENSG00000227006	ENSG00000136709	0.2121711	0.005337312	0.3477236	0.001036319	0.157752	0.1493271
ENSG00000231304	ENSG00000136709	0.2222447	0.003483079	0.1577645	0.1468519	0.2255084	0.03797618
ENSG00000239653	ENSG00000136709	0.3685504	7.057098e-07	0.3296273	0.001940354	0.4802883	3.291932e-06
ENSG00000230337	ENSG00000136709	0.0785986	0.3068504	0.466743	5.902811e-06	0.1527691	0.1627701
ENSG00000231473	ENSG00000136709	0.0916455	0.233206	-0.0019449	0.9858205	0.2625484	0.01520389
ENSG00000224020	ENSG00000136709	0.3136044	2.957858e-05	0.1968835	0.06922734	0.3042768	0.004637094
ENSG00000235563	ENSG00000136709	0.06406233	0.4051636	0.005601403	0.9591777	0.05264928	0.6322606
ENSG00000255435	ENSG00000136709	0.2071711	0.006551849	0.3322734	0.001774422	0.2678226	0.01320867
ENSG00000246792	ENSG00000136709	0.3579194	1.537771e-06	0.2343496	0.02987018	0.2539287	0.01902607
ENSG00000245059	ENSG00000136709	-0.01670715	0.8282964	-0.1005958	0.3567492	0.1305076	0.2338479
ENSG00000196810	ENSG00000136709	0.6648163	3.575683e-23	0.5210073	2.706086e-07	0.6053544	8.403219e-10
ENSG00000250579	ENSG00000136709	0.2992168	7.022029e-05	-0.04337579	0.6916985	0.04503158	0.68237
ENSG00000203709	ENSG00000136709	0.2268867	0.002843356	-0.04899905	0.6541398	0.1450782	0.1852471
ENSG00000237436	ENSG00000136709	0.141596	0.064697	0.09547524	0.3818761	-0.006488516	0.9530031
ENSG00000270996	ENSG00000136709	0.0771524	0.3158635	-0.01461522	0.8937507	0.04310496	0.6952754
ENSG00000250988	ENSG00000136709	0.6300253	2.6618e-20	0.3791551	0.0003181013	0.3543773	0.0008762653
ENSG00000205181	ENSG00000136709	0.3547864	1.924315e-06	0.3529944	0.0008571879	0.4917899	1.754676e-06
ENSG00000251417	ENSG00000136709	0.3144208	2.812437e-05	0.3126174	0.003384182	0.4282785	4.333838e-05
ENSG00000259088	ENSG00000136709	0.2416757	0.001450144	0.1983234	0.06717651	0.2636906	0.01475098
ENSG00000259420	ENSG00000136709	0.1554328	0.04235715	0.1547646	0.15479	0.138644	0.2057171
ENSG00000226578	ENSG00000136709	0.1620158	0.03425142	0.1788488	0.09943079	0.01311004	0.9052087
ENSG00000203356	ENSG00000136709	-0.009898184	0.8977617	0.1747013	0.1076591	-0.03905914	0.7226562
ENSG00000255931	ENSG00000136709	0.2639388	0.0004862921	0.2256954	0.03666934	0.209734	0.05404107
ENSG00000265666	ENSG00000136709	-0.06313063	0.412043	0.1802715	0.0967247	-0.06555348	0.5511309
ENSG00000270344	ENSG00000136709	0.3920319	1.141039e-07	0.3504266	0.0009406002	0.384958	0.0002749321
ENSG00000267277	ENSG00000136709	0.1370589	0.0738443	0.2600445	0.01560516	0.121841	0.2666414
ENSG00000231999	ENSG00000136709	0.3681465	7.27274e-07	0.3238091	0.00235536	0.2322339	0.03245823
ENSG00000261366	ENSG00000136709	0.248508	0.001047689	0.5057991	6.777282e-07	0.4767976	3.966825e-06
ENSG00000261829	ENSG00000136709	0.0337295	0.6614153	-0.05568433	0.6105881	0.0513581	0.640646
ENSG00000229931	ENSG00000136709	0.3169307	2.406398e-05	0.4261025	4.304937e-05	0.2090648	0.05483002
ENSG00000244184	ENSG00000136709	0.068924	0.3703845	0.07859494	0.4719512	0.08357396	0.4469934
ENSG00000253944	ENSG00000136709	0.001237788	0.9871806	-0.05226308	0.6327196	0.09220346	0.4013138
ENSG00000236548	ENSG00000136709	0.1799257	0.01853132	0.1431062	0.1886884	0.1134452	0.3012443
ENSG00000259081	ENSG00000136709	0.3251194	1.432835e-05	0.06327857	0.5627141	0.3038785	0.004693837
ENSG00000215424	ENSG00000136709	0.6249534	6.51461e-20	0.4604582	8.162179e-06	0.7026099	6.66211e-14
ENSG00000204706	ENSG00000136709	0.04595411	0.550617	0.202951	0.06091608	-0.01046123	0.9242971
ENSG00000261242	ENSG00000136709	0.2939544	9.527131e-05	0.3431841	0.001217166	0.4718649	5.145005e-06
ENSG00000246740	ENSG00000136709	0.1360509	0.07601253	0.2137709	0.0481174	0.1068578	0.3303626
ENSG00000245008	ENSG00000136709	-0.09274017	0.2276471	0.1578439	0.1466461	0.05377293	0.6250007
ENSG00000225578	ENSG00000136709	0.3061964	4.642465e-05	0.1207448	0.2681151	0.4910804	1.825332e-06
ENSG00000265313	ENSG00000136709	0.003643142	0.9622813	-0.01102373	0.9197592	0.1955834	0.0728357
ENSG00000237938	ENSG00000136709	0.2652178	0.0004553586	0.2022715	0.06180452	0.308004	0.004134982
ENSG00000259251	ENSG00000136709	0.3258277	1.369032e-05	0.2055259	0.05764363	0.4203911	6.183516e-05
ENSG00000234647	ENSG00000136709	0.04330166	0.5738753	-0.01900462	0.8621183	-0.006239848	0.9548023
ENSG00000229666	ENSG00000136709	0.2099366	0.005852693	0.1048362	0.3367357	0.2897774	0.007144422
ENSG00000268555	ENSG00000136709	0.106394	0.1660489	0.1696023	0.1184897	0.09231821	0.4007255
ENSG00000248256	ENSG00000136709	0.4550419	4.033894e-10	0.3632084	0.0005878883	0.4712524	5.312352e-06
ENSG00000260645	ENSG00000136709	0.1365557	0.07492026	0.1838698	0.09013844	0.382712	0.0003005375
ENSG00000232104	ENSG00000136709	0.467887	1.100101e-10	0.2026205	0.0613469	0.3983242	0.0001596899
ENSG00000258086	ENSG00000136709	0.2274878	0.002768808	0.117585	0.2809322	0.3084772	0.004074822
ENSG00000231050	ENSG00000136709	0.1875929	0.01401198	0.2365888	0.02829542	0.2122971	0.05110474
ENSG00000266088	ENSG00000136709	0.1128457	0.1416909	0.2769607	0.009835625	0.1289026	0.2396989
ENSG00000231365	ENSG00000136709	0.5433388	1.611012e-14	0.578339	5.491195e-09	0.6323918	8.48095e-11
ENSG00000267905	ENSG00000136709	0.051075	0.5070573	0.01190155	0.9133935	0.02510797	0.8195743
ENSG00000243701	ENSG00000136709	0.3368203	6.652359e-06	0.253135	0.01869465	0.3410037	0.001404872
ENSG00000240571	ENSG00000136709	0.3428879	4.41325e-06	0.2135989	0.04830199	0.3729911	0.0004386546
ENSG00000223482	ENSG00000136709	0.6028727	2.668819e-18	0.4000735	0.0001353432	0.4766617	3.995556e-06
ENSG00000258056	ENSG00000136709	0.3293743	1.08793e-05	0.1392002	0.2011672	0.3615717	0.0006739349
ENSG00000234185	ENSG00000136709	0.005830097	0.9396738	0.1258814	0.2481334	0.1121262	0.3069358
ENSG00000233967	ENSG00000136709	0.06917607	0.3686328	0.2156073	0.04618301	0.2006314	0.06560533
ENSG00000260778	ENSG00000136709	0.08139733	0.2898921	0.2085577	0.05397587	-0.03209504	0.7705959
ENSG00000230262	ENSG00000136709	0.334841	7.591084e-06	0.425546	4.416062e-05	0.5523055	4.258419e-08
ENSG00000227630	ENSG00000136709	0.1935532	0.01119649	0.07283864	0.5051046	0.1188284	0.2787347
ENSG00000254054	ENSG00000136709	0.06100289	0.4280087	-0.02288326	0.8343447	0.105793	0.3352316
ENSG00000263586	ENSG00000136709	-0.01259961	0.8700781	0.1402561	0.197737	0.03497844	0.7506308
ENSG00000268388	ENSG00000047056	0.1302225	0.08957818	0.2576485	0.0166224	-0.04874665	0.6577432
ENSG00000245532	ENSG00000047056	0.3318265	9.265296e-06	0.2302895	0.03291432	0.2072645	0.05699953
ENSG00000268388	ENSG00000160193	-0.06196365	0.4207557	0.2632531	0.01432741	0.1297988	0.2364196
ENSG00000251562	ENSG00000160193	0.06532326	0.3959624	0.06245435	0.5678229	0.1865981	0.0872787
ENSG00000245532	ENSG00000160193	0.05174972	0.5014547	-0.08893825	0.4154583	0.1061846	0.3334356
ENSG00000245532	ENSG00000163811	0.2812773	0.0001939836	0.01789024	0.8701306	0.2593386	0.01654156
ENSG00000268388	ENSG00000163811	0.08883602	0.2479074	0.3106829	0.00359804	0.2625185	0.01521591
ENSG00000268388	ENSG00000141580	-0.006012506	0.9377901	0.2408804	0.02547305	0.07548171	0.4923452
ENSG00000251562	ENSG00000227057	0.04788874	0.5339482	-0.1126288	0.3018461	0.005501666	0.9601445
ENSG00000245694	ENSG00000227057	0.2596537	0.0006046448	0.3513276	0.0009105255	0.1046899	0.340324
ENSG00000268388	ENSG00000227057	-0.05228593	0.4970256	0.3321988	0.001778916	0.1096201	0.3179414
ENSG00000243766	ENSG00000196363	-0.09535354	0.2147563	0.0691166	0.5271656	0.06356591	0.5632935
ENSG00000268388	ENSG00000178252	0.1228518	0.1094252	0.06606508	0.5456056	0.09850733	0.3697564
ENSG00000245532	ENSG00000075702	0.2351364	0.001962974	0.12445	0.2535959	0.02179897	0.843026
ENSG00000251562	ENSG00000092470	0.2610883	0.0005623466	0.2029181	0.06095892	0.3547027	0.0008660366
ENSG00000251562	ENSG00000116455	0.1602278	0.03631109	0.1532818	0.1588298	0.1232271	0.2611979
