lnc	gene	Stg I $estimate	Stg I $p.value	Stg II $estimate	Stg II $p.value
ENSG00000251562	ENSG00000110876	-0.07636652	0.7421501	0.2532368	0.001969935
ENSG00000251562	ENSG00000168528	-0.1319572	0.5685564	0.1732101	0.03590356
ENSG00000245532	ENSG00000168528	0.4382317	0.04691374	0.3098171	0.0001341783
ENSG00000245694	ENSG00000163536	-0.5542374	0.009129749	-0.4103436	2.445128e-07
ENSG00000197989	ENSG00000143379	0.1845068	0.423333	0.104437	0.2080781
ENSG00000182165	ENSG00000143379	-0.3488949	0.1211145	-0.05816726	0.4840442
ENSG00000247400	ENSG00000143379	-0.2126613	0.3547003	0.2608095	0.00141998
ENSG00000264575	ENSG00000143379	-0.1692424	0.4633195	0.1752128	0.03378265
ENSG00000245910	ENSG00000143379	-0.09307748	0.6882069	0.07903194	0.3413402
ENSG00000175611	ENSG00000143379	0.1109627	0.6320512	0.2210897	0.00712227
ENSG00000253738	ENSG00000143379	0.3198078	0.1575853	0.5360118	2.628109e-12
ENSG00000245532	ENSG00000141258	-0.2655378	0.2446798	0.2285154	0.005371237
ENSG00000251562	ENSG00000141258	0.2662661	0.2433394	0.4054369	3.502224e-07
ENSG00000268388	ENSG00000141258	0.0090706	0.9688728	0.1462444	0.07714479
ENSG00000245532	ENSG00000142669	0.4579224	0.03684497	0.09171738	0.2692239
ENSG00000235823	ENSG00000077463	0.05450904	0.8144647	0.1118761	0.1773096
ENSG00000238197	ENSG00000077463	-0.1303168	0.5734152	-0.07669908	0.3558252
ENSG00000175611	ENSG00000177045	-0.4297926	0.05182875	-0.01229924	0.8824588
ENSG00000264575	ENSG00000177045	-0.4403968	0.04571277	0.03268717	0.6942953
ENSG00000197989	ENSG00000177045	0.3641037	0.1046696	0.3204095	7.608174e-05
ENSG00000245532	ENSG00000018280	0.4505923	0.04037376	0.04720906	0.5701641
ENSG00000251562	ENSG00000152779	0.4441855	0.04366857	0.0428156	0.6066116
ENSG00000245694	ENSG00000141526	0.3212268	0.1556469	0.2452686	0.002751557
ENSG00000245532	ENSG00000141526	-0.00306012	0.9894966	0.3104484	0.000129794
ENSG00000251562	ENSG00000141526	-0.1624453	0.4817259	0.2377276	0.003739109
ENSG00000245532	ENSG00000101194	0.7630345	5.747203e-05	0.3413381	2.326976e-05
ENSG00000268388	ENSG00000092096	-0.01007623	0.9654237	0.08322589	0.3162538
ENSG00000251562	ENSG00000092096	-0.1329458	0.5656371	0.0967823	0.2435556
ENSG00000268388	ENSG00000089057	-0.006534624	0.9775729	0.04244811	0.6097063
ENSG00000245694	ENSG00000108528	-0.4725098	0.03054229	-0.1939624	0.01857289
ENSG00000245532	ENSG00000108528	-0.2560119	0.2626491	-0.1269521	0.1254537
ENSG00000251562	ENSG00000108528	-0.09838442	0.6713625	-0.02780333	0.738165
ENSG00000268388	ENSG00000108528	-0.138907	0.5481751	0.1054975	0.2034719
ENSG00000268388	ENSG00000151729	-0.1155337	0.617992	0.7683832	6.730033e-30
ENSG00000251562	ENSG00000181035	0.08541789	0.7127695	0.2820647	0.0005377492
ENSG00000268388	ENSG00000122696	-0.1554411	0.5010677	0.06847036	0.409917
ENSG00000251562	ENSG00000225697	0.3075293	0.1750616	0.04008193	0.6297969
ENSG00000251562	ENSG00000083807	0.08053561	0.7285716	0.05916645	0.4765545
ENSG00000245532	ENSG00000083807	-0.4236304	0.05566059	0.1060707	0.2010129
ENSG00000245532	ENSG00000164638	-0.3550835	0.1142131	-0.07995268	0.3357275
ENSG00000251562	ENSG00000164638	0.2935654	0.1964985	0.07286721	0.3804363
ENSG00000268388	ENSG00000169359	-0.07961729	0.731556	-0.09976056	0.2292828
ENSG00000251562	ENSG00000169359	0.3100776	0.1713299	0.1008904	0.2240253
ENSG00000268388	ENSG00000117620	0.4207216	0.0575429	0.05620478	0.4989365
ENSG00000268388	ENSG00000183780	-0.2158916	0.3472644	-0.1261827	0.1277794
ENSG00000245694	ENSG00000168917	-0.6118064	0.003205141	-0.09405628	0.257151
ENSG00000268388	ENSG00000168917	-0.05356712	0.8176184	0.006492368	0.9377926
ENSG00000268388	ENSG00000180773	-0.1045134	0.6520965	0.09043951	0.2759801
ENSG00000251562	ENSG00000180773	0.4158143	0.06082805	0.1804513	0.02873045
ENSG00000268388	ENSG00000050438	-0.05457384	0.8142478	-0.03643797	0.6612696
ENSG00000245694	ENSG00000050438	-0.3682866	0.1004472	-0.1448638	0.08000912
ENSG00000245532	ENSG00000169241	0.4380065	0.04704003	0.3308662	4.254861e-05
ENSG00000251562	ENSG00000155465	0.1226078	0.5964865	-0.03072293	0.7118273
ENSG00000245532	ENSG00000118160	-0.554926	0.009025799	-0.1680342	0.04191092
ENSG00000268388	ENSG00000090020	0.1491185	0.5188456	-0.005162725	0.9505144
ENSG00000245532	ENSG00000101187	0.3590249	0.1099687	0.3859834	1.377052e-06
ENSG00000235823	ENSG00000166949	-0.5978597	0.004204194	0.07022383	0.3980023
ENSG00000177410	ENSG00000166949	0.1729616	0.4534027	0.1205381	0.1458689
ENSG00000236790	ENSG00000166949	0.533387	0.01277309	0.1221095	0.1406487
ENSG00000214548	ENSG00000166949	-0.4841909	0.02613569	-0.1157831	0.1625601
ENSG00000245532	ENSG00000166949	0.5203332	0.01560052	0.3862368	1.353468e-06
ENSG00000251562	ENSG00000166949	-0.1473066	0.5239948	0.2526427	0.002020365
ENSG00000255717	ENSG00000166949	0.2859917	0.2088337	0.2467829	0.002584326
ENSG00000225783	ENSG00000166949	-0.1375494	0.5521303	-0.1020017	0.218938
ENSG00000249859	ENSG00000166949	0.2624096	0.250491	0.2343127	0.004283194
ENSG00000225470	ENSG00000166949	-0.4550068	0.03821849	0.2405753	0.00333382
ENSG00000259974	ENSG00000166949	-0.5268202	0.01413827	-0.1734003	0.03569738
ENSG00000183242	ENSG00000166949	0.006088707	0.979103	-0.09485213	0.2531291
ENSG00000268388	ENSG00000166949	-0.0040728	0.9860209	-0.08888551	0.2843492
ENSG00000228022	ENSG00000166949	0.07795974	0.7369522	0.08401276	0.311684
ENSG00000236790	ENSG00000141646	-0.5594304	0.008369487	-0.0549137	0.5088637
ENSG00000259974	ENSG00000141646	0.494714	0.02261237	0.1543075	0.06202733
ENSG00000238197	ENSG00000141646	0.6062592	0.003575646	0.515859	2.282443e-11
ENSG00000245532	ENSG00000080503	-0.4023833	0.07054944	-0.1351901	0.1025524
ENSG00000197989	ENSG00000127616	0.02490765	0.9146557	0.284862	0.0004704784
ENSG00000227354	ENSG00000127616	-0.01910759	0.9344818	0.06937454	0.4037472
ENSG00000253738	ENSG00000127616	0.1036411	0.6548257	0.06497962	0.4342515
ENSG00000247400	ENSG00000127616	-0.07858174	0.7349258	0.1424324	0.08526101
ENSG00000233429	ENSG00000127616	-0.3283577	0.1461576	0.246439	0.002621474
ENSG00000182165	ENSG00000127616	0.2291122	0.3177924	0.09776436	0.2387826
ENSG00000242808	ENSG00000127616	-0.02825885	0.9032218	-0.04119901	0.6202771
ENSG00000175611	ENSG00000127616	0.1480987	0.5217409	0.07261282	0.382106
ENSG00000264575	ENSG00000127616	0.1544238	0.5039078	0.1368884	0.09826824
ENSG00000235823	ENSG00000127616	-0.007286084	0.9749946	0.2281325	0.005451117
ENSG00000227354	ENSG00000099956	0.1487072	0.5200124	0.1436868	0.08251807
ENSG00000175611	ENSG00000099956	0.4946452	0.02263413	0.1194868	0.1494427
ENSG00000255198	ENSG00000099956	0.4167472	0.0601928	-0.05841528	0.4821792
ENSG00000226950	ENSG00000099956	0.1481465	0.5216049	0.2591232	0.001528632
ENSG00000242808	ENSG00000099956	0.373979	0.09490284	-0.05419757	0.5144139
ENSG00000197989	ENSG00000099956	-0.172227	0.4553528	0.07797595	0.34785
ENSG00000177640	ENSG00000099956	0.1876107	0.415436	0.05880296	0.4792719
ENSG00000245910	ENSG00000099956	0.7121183	0.0002931374	0.1358835	0.1007858
ENSG00000233429	ENSG00000099956	-0.1472089	0.5242731	0.3030251	0.0001909286
ENSG00000238197	ENSG00000099956	0.4408743	0.04545112	0.07075591	0.3944282
ENSG00000182165	ENSG00000099956	0.4383544	0.04684499	-0.06381591	0.4425438
ENSG00000180769	ENSG00000099956	0.4075551	0.06667668	0.0437387	0.5988685
ENSG00000247400	ENSG00000099956	-0.06579891	0.7768918	-0.0218019	0.7932378
ENSG00000264575	ENSG00000099956	0.4103947	0.06461986	0.1431509	0.08368108
ENSG00000235823	ENSG00000099956	0.3389426	0.1328331	0.1170221	0.1580795
ENSG00000253738	ENSG00000099956	0.6672437	0.0009523167	0.2407044	0.003316431
ENSG00000182165	ENSG00000173473	-0.1573767	0.495685	-0.0752166	0.3652264
ENSG00000264575	ENSG00000173473	0.07877509	0.7342963	0.06848272	0.4098323
ENSG00000180769	ENSG00000173473	-0.0226021	0.9225314	0.2684727	0.001009568
ENSG00000245910	ENSG00000173473	-0.1361648	0.5561773	0.1989092	0.01572469
ENSG00000197989	ENSG00000173473	-0.04478403	0.8471503	-0.06470464	0.4362028
ENSG00000242808	ENSG00000173473	-0.2835525	0.2129137	0.01398788	0.8664618
ENSG00000235823	ENSG00000173473	-0.1483823	0.520935	0.2376566	0.003749756
ENSG00000233429	ENSG00000173473	0.2084285	0.3645824	0.1603116	0.05242268
ENSG00000226950	ENSG00000173473	-0.02735243	0.9063127	-0.01310833	0.8747877
ENSG00000177640	ENSG00000173473	0.06565446	0.7773697	0.3574892	8.784359e-06
ENSG00000253738	ENSG00000173473	0.403633	0.06959845	0.6168085	8.934484e-17
ENSG00000227354	ENSG00000173473	-0.1823003	0.4289953	0.1603148	0.052418
ENSG00000255198	ENSG00000173473	0.07458996	0.747959	-0.3571536	8.968864e-06
ENSG00000238197	ENSG00000173473	0.03260209	0.888431	0.1373706	0.09707799
ENSG00000175611	ENSG00000173473	0.1685885	0.4650744	0.113948	0.1693697
ENSG00000247400	ENSG00000173473	0.02392907	0.9179976	0.0399334	0.6310674
ENSG00000247400	ENSG00000139613	0.3597065	0.1092465	0.3555945	9.875284e-06
ENSG00000233429	ENSG00000139613	-0.2922067	0.1986745	0.1876411	0.0228544
ENSG00000227354	ENSG00000139613	0.4466582	0.04237309	0.2817564	0.0005456834
ENSG00000255198	ENSG00000139613	0.3278513	0.1468177	-0.4630989	3.501763e-09
ENSG00000264575	ENSG00000139613	0.6079807	0.003457026	0.2495213	0.002305097
ENSG00000245910	ENSG00000139613	0.3922876	0.07859409	0.02740601	0.7417736
ENSG00000235823	ENSG00000139613	0.6696328	0.000898822	0.229612	0.005148221
ENSG00000175611	ENSG00000139613	0.636643	0.001914698	0.1468559	0.0759029
ENSG00000226950	ENSG00000139613	0.3404138	0.1310518	-0.1912779	0.02029792
ENSG00000238197	ENSG00000139613	0.6222329	0.002595229	0.4760873	1.096876e-09
ENSG00000177640	ENSG00000139613	0.6214543	0.002637125	0.4295803	5.649086e-08
ENSG00000180769	ENSG00000139613	0.6634039	0.001043949	0.4543021	7.480952e-09
ENSG00000197989	ENSG00000139613	-0.2001023	0.3844761	0.09162016	0.269734
ENSG00000182165	ENSG00000139613	0.4235948	0.05568333	-0.1417247	0.08684028
ENSG00000268388	ENSG00000073584	0.09827246	0.6717163	0.04501712	0.588219
ENSG00000268388	ENSG00000183172	-0.1503629	0.5153232	0.03844256	0.6438782
ENSG00000268388	ENSG00000168273	0.06096848	0.792914	-0.01138094	0.8911786
ENSG00000251562	ENSG00000198732	0.03355403	0.8851937	-0.01414067	0.8650169
ENSG00000268388	ENSG00000166311	-0.05258108	0.8209228	0.08104906	0.3291213
ENSG00000268388	ENSG00000198742	-0.2028236	0.3779081	-0.04192322	0.6141387
ENSG00000245532	ENSG00000198742	0.3038512	0.1805454	0.3745285	2.962599e-06
ENSG00000251562	ENSG00000198742	0.2638978	0.2477155	0.229554	0.005159805
ENSG00000268388	ENSG00000132639	-0.1461429	0.5273147	-0.02203023	0.7911217
ENSG00000251562	ENSG00000106266	-0.1930815	0.4017141	0.07818634	0.3465469
ENSG00000268388	ENSG00000106266	-0.05503703	0.8126981	-0.01282951	0.8774299
ENSG00000245532	ENSG00000106266	-0.1792452	0.4369019	0.09507474	0.252012
ENSG00000268388	ENSG00000112320	-0.02594594	0.9111113	0.5059486	6.279327e-11
ENSG00000245694	ENSG00000120833	-0.5847316	0.005368974	-0.3514118	1.275369e-05
ENSG00000245694	ENSG00000177732	-0.3829502	0.08662682	0.03720317	0.6546088
ENSG00000268388	ENSG00000177732	-0.1219587	0.5984469	-0.008597159	0.9176875
ENSG00000245910	ENSG00000185591	-0.3335098	0.1395596	0.06739054	0.4173575
ENSG00000238197	ENSG00000185591	-0.4676541	0.03253784	0.2122709	0.009846831
ENSG00000247400	ENSG00000185591	-0.314768	0.1646051	0.172372	0.03682393
ENSG00000197989	ENSG00000185591	0.3880844	0.08213809	0.07620237	0.3589581
ENSG00000226950	ENSG00000185591	-0.5266295	0.01417961	-0.2713313	0.0008866613
ENSG00000233429	ENSG00000185591	0.5261029	0.0142943	0.1321715	0.1105282
ENSG00000175611	ENSG00000185591	-0.3518155	0.1178212	0.06389954	0.4419449
ENSG00000255198	ENSG00000185591	-0.509972	0.01818716	-0.4323007	4.557759e-08
ENSG00000227354	ENSG00000185591	-0.6020034	0.003883523	0.148609	0.07243168
ENSG00000264575	ENSG00000185591	-0.593778	0.004541296	0.1110797	0.1804333
ENSG00000235823	ENSG00000185591	-0.5292779	0.01361415	0.1697428	0.03984106
ENSG00000182165	ENSG00000185591	-0.6492214	0.001450001	-0.09016181	0.2774633
ENSG00000177640	ENSG00000185591	-0.3908628	0.07978234	0.4697853	1.938169e-09
ENSG00000253738	ENSG00000185591	-0.09947527	0.6679185	0.5528139	3.872686e-13
ENSG00000251562	ENSG00000067066	0.08306911	0.7203579	0.4284945	6.151205e-08
ENSG00000268388	ENSG00000135899	0.08724899	0.7068715	-0.02799283	0.7364459
ENSG00000268388	ENSG00000185404	0.1423065	0.5383282	-0.06723466	0.4184381
ENSG00000245694	ENSG00000061656	0.6806121	0.0006845425	0.2156335	0.00871511
ENSG00000268388	ENSG00000042317	-0.04913006	0.8325102	0.02050055	0.8053262
ENSG00000245694	ENSG00000160284	-0.4694881	0.03177242	0.1599198	0.05300952
ENSG00000260583	ENSG00000124664	-0.3590436	0.1099489	-0.01907058	0.8186626
ENSG00000152931	ENSG00000124664	-0.4303157	0.05151307	-0.03742864	0.6526514
ENSG00000238197	ENSG00000124664	-0.4916341	0.02360184	-0.1722055	0.03700912
ENSG00000245532	ENSG00000072195	-0.4652112	0.0335798	0.01316255	0.8742741
ENSG00000268388	ENSG00000063176	-0.1217621	0.5990411	-0.005998169	0.9425193
ENSG00000245532	ENSG00000063176	-0.2436155	0.2872542	0.3094524	0.0001367738
ENSG00000224939	ENSG00000066336	-0.3008119	0.1851641	-0.1014557	0.2214273
ENSG00000226950	ENSG00000066336	-0.3961371	0.07544968	-0.06190494	0.4563534
ENSG00000235823	ENSG00000066336	-0.5926906	0.004634792	-0.1885767	0.02217162
ENSG00000177640	ENSG00000066336	-0.5751773	0.006374927	-0.138637	0.09400649
ENSG00000233429	ENSG00000066336	0.484299	0.02609741	0.2134333	0.009441756
ENSG00000255794	ENSG00000066336	-0.2440952	0.2862765	-0.05335465	0.5209863
ENSG00000238197	ENSG00000066336	-0.4349573	0.04877611	0.1800227	0.02911808
ENSG00000197989	ENSG00000066336	0.1758358	0.4458152	0.07050822	0.3960896
ENSG00000247400	ENSG00000066336	-0.4499657	0.04068716	-0.1010434	0.22332
ENSG00000227354	ENSG00000066336	-0.4585309	0.03656326	0.197902	0.01627165
ENSG00000225937	ENSG00000066336	0.02053867	0.9295861	-0.0009323962	0.9910573
ENSG00000253738	ENSG00000066336	-0.3855873	0.08429913	-0.0877781	0.2904159
ENSG00000175611	ENSG00000066336	-0.3105565	0.1706349	0.2449572	0.002787133
ENSG00000255198	ENSG00000066336	-0.2222723	0.3328466	-0.01919976	0.8174556
ENSG00000180769	ENSG00000066336	-0.4268431	0.0536367	0.1933875	0.01893125
ENSG00000245910	ENSG00000066336	-0.07316667	0.7526223	-0.01733395	0.8349288
ENSG00000251562	ENSG00000167778	0.2911591	0.2003633	0.08339199	0.3152855
ENSG00000245532	ENSG00000167778	-0.5049966	0.01954609	-0.09591114	0.2478449
ENSG00000245532	ENSG00000160460	-0.4913137	0.02370672	-0.02353148	0.7772476
ENSG00000268388	ENSG00000161011	-0.1015382	0.6614232	0.05364053	0.5187525
ENSG00000251562	ENSG00000161011	0.1450002	0.5305839	0.1126333	0.1743766
ENSG00000245532	ENSG00000161011	-0.05951464	0.7977524	0.1981053	0.01615995
ENSG00000238197	ENSG00000072310	0.3403864	0.1310849	0.1782196	0.03079811
ENSG00000247400	ENSG00000072310	0.3469675	0.1233237	0.05782795	0.4866019
ENSG00000235823	ENSG00000072310	0.7619889	5.966007e-05	0.5036264	7.92269e-11
ENSG00000177640	ENSG00000072310	0.6779187	0.0007325941	0.1222237	0.1402749
ENSG00000235823	ENSG00000198911	-0.1817681	0.4303672	0.1882052	0.0224406
ENSG00000175611	ENSG00000198911	0.346076	0.1243553	0.06630447	0.42492
ENSG00000227354	ENSG00000198911	-0.3889737	0.08137847	0.0873808	0.2926133
ENSG00000245532	ENSG00000125508	0.07792362	0.7370699	0.1760185	0.03295983
ENSG00000251562	ENSG00000125508	-0.1635033	0.4788371	0.03227576	0.6979544
ENSG00000245532	ENSG00000177679	-0.2677278	0.2406635	0.003249062	0.9688453
ENSG00000231889	ENSG00000136450	0.03677795	0.8742436	0.4314444	4.877375e-08
ENSG00000197989	ENSG00000136450	0.1775579	0.4413011	0.01677885	0.8401432
ENSG00000230091	ENSG00000136450	-0.1111196	0.6315666	0.200968	0.01465633
ENSG00000269893	ENSG00000136450	-0.6205495	0.002686529	-0.1549789	0.0608864
ENSG00000255857	ENSG00000136450	-0.3842478	0.08547555	0.1430582	0.08388353
ENSG00000175061	ENSG00000136450	0.009047268	0.9689528	0.2255093	0.006027488
ENSG00000204934	ENSG00000136450	-0.6199101	0.002721907	-0.01047256	0.899817
ENSG00000231770	ENSG00000136450	-0.1322564	0.5676723	0.08504698	0.3057436
ENSG00000267080	ENSG00000136450	-0.4952114	0.02245572	0.1333377	0.1073912
ENSG00000237037	ENSG00000136450	-0.03548132	0.8786451	0.291397	0.0003424481
ENSG00000233429	ENSG00000136450	0.5444522	0.01071589	0.2048263	0.01282362
ENSG00000247400	ENSG00000136450	-0.3644026	0.1043637	0.1634996	0.04784516
ENSG00000197332	ENSG00000136450	-0.3692648	0.09947791	0.2196969	0.007502148
ENSG00000251562	ENSG00000124193	0.4807482	0.02737836	0.5404833	1.595179e-12
ENSG00000251562	ENSG00000145687	0.3679135	0.1008186	0.3481234	1.555514e-05
ENSG00000245694	ENSG00000172830	0.7433896	0.0001125908	0.4262192	7.34578e-08
ENSG00000245532	ENSG00000172830	0.546037	0.01044476	0.5031984	8.267958e-11
ENSG00000268388	ENSG00000172830	-0.02740524	0.9061325	-0.01113633	0.8935035
ENSG00000251562	ENSG00000172830	-0.2039784	0.3751404	0.3252599	5.825728e-05
ENSG00000245532	ENSG00000180879	-0.2734208	0.2304238	-0.1470452	0.07552175
ENSG00000268388	ENSG00000180879	0.1818714	0.4301008	-0.1772328	0.03175193
ENSG00000245694	ENSG00000180879	-0.2904169	0.2015655	-0.09404744	0.2571959
ENSG00000251562	ENSG00000139874	0.1888172	0.4123883	-0.05175363	0.5335868
ENSG00000268388	ENSG00000139874	-0.1035572	0.6550886	-0.01638222	0.8438733
ENSG00000268388	ENSG00000117155	0.3577536	0.111325	0.06551207	0.4304872
ENSG00000255198	ENSG00000115415	-0.1928272	0.4023462	-0.3346071	3.438282e-05
ENSG00000180769	ENSG00000115415	-0.422243	0.0565524	0.1672896	0.04284086
ENSG00000242808	ENSG00000115415	-0.3507181	0.119051	0.1022839	0.2176593
ENSG00000175611	ENSG00000115415	-0.118808	0.6079994	0.01491687	0.8576837
ENSG00000264575	ENSG00000115415	-0.4142396	0.06191189	0.03167475	0.7033123
ENSG00000197989	ENSG00000115415	0.08662434	0.7088817	-0.134934	0.1032109
ENSG00000227354	ENSG00000115415	-0.5276065	0.01396885	0.2331707	0.004480395
ENSG00000235823	ENSG00000115415	-0.5332586	0.01279871	-0.04211658	0.6125043
ENSG00000245910	ENSG00000115415	-0.3587788	0.1102303	0.05832836	0.4828323
ENSG00000253738	ENSG00000115415	-0.1054911	0.6490424	0.3645001	5.659042e-06
ENSG00000197989	ENSG00000170581	0.3704758	0.09828757	0.2615219	0.001376236
ENSG00000227354	ENSG00000170581	-0.3530388	0.1164611	0.3256986	5.685474e-05
ENSG00000235823	ENSG00000170581	-0.4547731	0.0383303	0.1278034	0.1229184
ENSG00000175611	ENSG00000170581	-0.07508859	0.7463273	0.1588065	0.05470655
ENSG00000180769	ENSG00000170581	-0.2947145	0.1946708	0.3339447	3.571208e-05
ENSG00000255198	ENSG00000170581	-0.197528	0.3907479	-0.2029746	0.01367648
ENSG00000251562	ENSG00000198648	-0.05859243	0.8008253	0.1460827	0.07747595
ENSG00000251562	ENSG00000197457	0.09365564	0.6863647	0.1879599	0.02261976
ENSG00000245532	ENSG00000197457	-0.4320299	0.05048888	0.01882782	0.8209319
ENSG00000245694	ENSG00000170310	-0.4650915	0.03363155	-0.1314093	0.1126168
ENSG00000245532	ENSG00000136854	-0.2639916	0.2475412	-0.2002062	0.01504403
ENSG00000268388	ENSG00000136854	-0.1546848	0.5031785	0.01795643	0.8290899
ENSG00000268388	ENSG00000105705	0.07579879	0.744005	0.04333741	0.6022291
ENSG00000251562	ENSG00000198203	0.09739966	0.674477	0.1561167	0.05899239
ENSG00000245694	ENSG00000139531	-0.3764699	0.09254897	0.001081022	0.9896319
ENSG00000251562	ENSG00000148291	0.05628032	0.8085416	-0.02716232	0.7439898
ENSG00000245694	ENSG00000148291	-0.6184936	0.002801668	0.0128041	0.8776708
ENSG00000245532	ENSG00000148291	-0.6021244	0.003874472	0.04322744	0.6031516
ENSG00000259974	ENSG00000178691	0.0636349	0.7840593	-0.01779706	0.8305839
ENSG00000242808	ENSG00000178691	-0.221021	0.3356456	0.07296582	0.3797903
ENSG00000245532	ENSG00000159164	-0.480547	0.02745238	-0.177448	0.03154176
ENSG00000251562	ENSG00000159164	-0.02134789	0.9268188	0.1150145	0.1653869
ENSG00000245532	ENSG00000008056	-0.3747299	0.09418868	0.1109135	0.1810903
ENSG00000251562	ENSG00000008056	0.08656109	0.7090854	0.2187773	0.007762717
ENSG00000251562	ENSG00000100321	-0.06926033	0.7654634	0.2168885	0.008323178
ENSG00000245694	ENSG00000100321	-0.614657	0.003027587	-0.1799462	0.02918777
ENSG00000245532	ENSG00000137501	0.5323764	0.01297591	0.2362409	0.003967834
ENSG00000251562	ENSG00000137501	0.09770705	0.6735043	0.1992852	0.01552469
ENSG00000251562	ENSG00000102362	0.06790754	0.7699244	0.1619744	0.04999191
ENSG00000182165	ENSG00000147133	-0.03486857	0.8807263	-0.09881592	0.2337446
ENSG00000247400	ENSG00000147133	0.6006347	0.003987106	0.3094939	0.0001364761
ENSG00000255198	ENSG00000147133	-0.1075834	0.6425246	-0.337248	2.953162e-05
ENSG00000197989	ENSG00000147133	-0.2542804	0.2660031	-0.09092183	0.2734167
ENSG00000177640	ENSG00000147133	0.3427184	0.128296	0.4388208	2.703644e-08
ENSG00000226711	ENSG00000147133	0.4455255	0.04296276	0.385476	1.425469e-06
ENSG00000233429	ENSG00000147133	0.3096781	0.1719114	0.1294162	0.1182244
ENSG00000180769	ENSG00000147133	0.4182616	0.05917235	0.5266088	7.334282e-12
ENSG00000175611	ENSG00000147133	0.2413212	0.2919595	0.2798134	0.000598215
ENSG00000227354	ENSG00000147133	0.375901	0.09308267	0.4155164	1.663703e-07
ENSG00000259974	ENSG00000147133	0.1404178	0.5437889	-0.04688398	0.5728252
ENSG00000255794	ENSG00000147133	-0.07634396	0.7422238	0.08264408	0.3196605
ENSG00000245910	ENSG00000147133	-0.4045766	0.06888689	0.1128256	0.1736376
ENSG00000238197	ENSG00000147133	0.2379535	0.2989517	0.5071887	5.54224e-11
ENSG00000253738	ENSG00000147133	0.3504394	0.1193647	0.7362693	2.27719e-26
ENSG00000235823	ENSG00000147133	0.2271413	0.3220874	0.2156763	0.00870149
ENSG00000264575	ENSG00000147133	0.238333	0.2981588	0.2946486	0.0002915541
ENSG00000226950	ENSG00000147133	0.275765	0.2262915	-0.11838	0.1532759
ENSG00000175061	ENSG00000270647	-0.07353259	0.7514226	0.1579481	0.05604548
ENSG00000270681	ENSG00000270647	-0.2789859	0.2206932	0.1530769	0.06416392
ENSG00000261824	ENSG00000270647	-0.1260369	0.586176	0.2316422	0.004757078
ENSG00000226950	ENSG00000270647	-0.129594	0.5755617	0.03014954	0.7169743
ENSG00000175611	ENSG00000270647	0.01464299	0.9497691	0.07581241	0.3614298
ENSG00000175061	ENSG00000270647	-0.07353259	0.7514226	0.1579481	0.05604548
ENSG00000269893	ENSG00000270647	-0.3974469	0.0744016	0.2390852	0.003540666
ENSG00000225439	ENSG00000270647	-0.3326562	0.1406379	0.1219414	0.1412002
ENSG00000253716	ENSG00000270647	-0.1301208	0.5739967	0.1429477	0.08412543
ENSG00000234327	ENSG00000270647	-0.2055882	0.3713013	0.06603316	0.4268214
ENSG00000257698	ENSG00000270647	-0.238811	0.2971617	0.197284	0.01661538
ENSG00000244879	ENSG00000270647	-0.09455197	0.6835122	0.2491792	0.002338419
ENSG00000269609	ENSG00000270647	-0.2461677	0.2820755	0.1300608	0.1163875
ENSG00000259943	ENSG00000270647	-0.06580874	0.7768593	0.2669529	0.001081092
ENSG00000204934	ENSG00000270647	-0.1623537	0.4819763	0.06502622	0.4339212
ENSG00000267321	ENSG00000270647	-0.1618819	0.4832676	0.3552017	1.011691e-05
ENSG00000245694	ENSG00000143498	0.3549757	0.1143308	0.3816887	1.84152e-06
ENSG00000251562	ENSG00000187325	0.3712765	0.09750625	0.2631059	0.001283342
ENSG00000245694	ENSG00000187325	-0.5692134	0.007078214	-0.1334424	0.1071129
ENSG00000268388	ENSG00000187325	0.1083518	0.6401372	0.121243	0.1435095
ENSG00000227496	ENSG00000139546	-0.1464935	0.5263135	0.1464104	0.07680622
ENSG00000256596	ENSG00000139546	0.3095248	0.1721348	0.1732908	0.03581596
ENSG00000214719	ENSG00000139546	0.4034085	0.06976861	0.2090139	0.01106462
ENSG00000231856	ENSG00000139546	0.6031728	0.003796804	-0.01118179	0.8930714
ENSG00000242808	ENSG00000139546	0.1257113	0.5871518	0.02405057	0.7724665
ENSG00000227398	ENSG00000139546	0.6938974	0.0004848272	0.364044	5.825094e-06
ENSG00000197670	ENSG00000139546	-0.2706605	0.2353526	0.1000358	0.2279939
ENSG00000267858	ENSG00000139546	0.4959164	0.02223521	0.3579086	8.558769e-06
ENSG00000249464	ENSG00000139546	0.3995184	0.0727663	0.1482079	0.07321431
ENSG00000255458	ENSG00000139546	0.542086	0.01113137	0.1369405	0.09813906
ENSG00000258561	ENSG00000139546	0.3023994	0.1827417	0.02095918	0.8010605
ENSG00000260060	ENSG00000139546	0.3209741	0.1559909	0.2466393	0.002599784
ENSG00000226471	ENSG00000139546	0.1660468	0.4719279	0.1459152	0.07782022
ENSG00000224165	ENSG00000139546	0.1468469	0.5253051	-0.1954206	0.01769023
ENSG00000259354	ENSG00000139546	-0.1281117	0.5799746	0.03142857	0.7055112
ENSG00000249494	ENSG00000139546	0.2986913	0.188434	0.06138022	0.4601868
ENSG00000224790	ENSG00000139546	0.2865512	0.2079052	0.1531826	0.063978
ENSG00000257259	ENSG00000139546	0.1930327	0.4018354	-0.06996866	0.3997232
ENSG00000227028	ENSG00000139546	0.1696245	0.4622956	0.1514696	0.06704461
